score,city,date,measurement_kind,unit,unique_accounts,signal_count,trade_rows,active_position_rows,active_value_usdc,trade_usdc,top_temperatures,market_type_counts,side_counts,top_handles
831.6,London,April 25,highest,C,25,225,175,50,3159.51,0.0,"[{""label"": ""20C"", ""count"": 81}, {""label"": ""21C"", ""count"": 53}, {""label"": ""19C"", ""count"": 33}, {""label"": ""22C"", ""count"": 33}, {""label"": ""18C"", ""count"": 11}, {""label"": ""23C"", ""count"": 5}, {""label"": ""16C"", ""count"": 3}, {""label"": ""24C"", ""count"": 3}]","{""exact_value"": 222, ""threshold_high"": 3}","{""BUY"": 141, ""SELL"": 34, ""YES"": 28, ""NO"": 22}","[{""handle"": ""patrickbro-wn"", ""count"": 36}, {""handle"": ""Railbird"", ""count"": 34}, {""handle"": ""poligami"", ""count"": 34}, {""handle"": ""hotcold"", ""count"": 18}, {""handle"": ""StayFreshCheeseBags"", ""count"": 17}, {""handle"": ""Poligarch"", ""count"": 13}, {""handle"": ""hgmr2"", ""count"": 9}, {""handle"": ""Maskache2"", ""count"": 8}]"
741.58,Atlanta,April 25,highest,F,20,252,179,73,4157.95,0.0,"[{""label"": ""71F or below"", ""count"": 55}, {""label"": ""76-77F"", ""count"": 40}, {""label"": ""78-79F"", ""count"": 37}, {""label"": ""72-73F"", ""count"": 32}, {""label"": ""74-75F"", ""count"": 32}, {""label"": ""80-81F"", ""count"": 31}, {""label"": ""82-83F"", ""count"": 19}, {""label"": ""84-85F"", ""count"": 3}]","{""exact_range"": 196, ""threshold_low"": 55, ""threshold_high"": 1}","{""BUY"": 103, ""SELL"": 76, ""YES"": 44, ""NO"": 29}","[{""handle"": ""StayFreshCheeseBags"", ""count"": 56}, {""handle"": ""tinylonglong"", ""count"": 36}, {""handle"": ""patrickbro-wn"", ""count"": 27}, {""handle"": ""Railbird"", ""count"": 25}, {""handle"": ""hotcold"", ""count"": 17}, {""handle"": ""Kaiji-"", ""count"": 14}, {""handle"": ""hgmr2"", ""count"": 14}, {""handle"": ""Amano-Hina"", ""count"": 10}]"
672.27,Madrid,April 25,highest,C,24,123,83,40,776.67,0.0,"[{""label"": ""25C"", ""count"": 31}, {""label"": ""22C"", ""count"": 25}, {""label"": ""24C"", ""count"": 21}, {""label"": ""23C"", ""count"": 20}, {""label"": ""26C"", ""count"": 11}, {""label"": ""27C"", ""count"": 6}, {""label"": ""28C or higher"", ""count"": 4}, {""label"": ""21C"", ""count"": 3}]","{""exact_value"": 119, ""threshold_high"": 4}","{""BUY"": 75, ""YES"": 23, ""NO"": 17, ""SELL"": 8}","[{""handle"": ""newbees"", ""count"": 23}, {""handle"": ""patrickbro-wn"", ""count"": 18}, {""handle"": ""Poligarch"", ""count"": 16}, {""handle"": ""hgmr2"", ""count"": 13}, {""handle"": ""StayFreshCheeseBags"", ""count"": 8}, {""handle"": ""hotcold"", ""count"": 7}, {""handle"": ""heimaokuaipao"", ""count"": 6}, {""handle"": ""Andyminvest"", ""count"": 6}]"
625.76,Chicago,April 25,highest,F,20,137,79,58,2026.34,0.0,"[{""label"": ""56-57F"", ""count"": 30}, {""label"": ""58-59F"", ""count"": 29}, {""label"": ""54-55F"", ""count"": 28}, {""label"": ""60-61F"", ""count"": 25}, {""label"": ""62F or higher"", ""count"": 14}, {""label"": ""52-53F"", ""count"": 4}, {""label"": ""50-51F"", ""count"": 3}, {""label"": ""43F or below"", ""count"": 1}]","{""exact_range"": 122, ""threshold_high"": 14, ""threshold_low"": 1}","{""BUY"": 61, ""YES"": 35, ""NO"": 23, ""SELL"": 18}","[{""handle"": ""patrickbro-wn"", ""count"": 23}, {""handle"": ""hotcold"", ""count"": 19}, {""handle"": ""StayFreshCheeseBags"", ""count"": 17}, {""handle"": ""Kaiji-"", ""count"": 11}, {""handle"": ""hgmr2"", ""count"": 11}, {""handle"": ""Maskache2"", ""count"": 10}, {""handle"": ""Railbird"", ""count"": 9}, {""handle"": ""heimaokuaipao"", ""count"": 7}]"
622.03,Helsinki,April 25,highest,C,21,112,77,35,3403.36,0.0,"[{""label"": ""9C"", ""count"": 46}, {""label"": ""10C"", ""count"": 26}, {""label"": ""8C"", ""count"": 8}, {""label"": ""7C"", ""count"": 8}, {""label"": ""6C"", ""count"": 8}, {""label"": ""11C"", ""count"": 6}, {""label"": ""12C"", ""count"": 5}, {""label"": ""5C"", ""count"": 4}]","{""exact_value"": 111, ""threshold_high"": 1}","{""BUY"": 50, ""SELL"": 27, ""YES"": 20, ""NO"": 15}","[{""handle"": ""ColdMath"", ""count"": 22}, {""handle"": ""oleksiyz"", ""count"": 18}, {""handle"": ""hgmr2"", ""count"": 13}, {""handle"": ""heimaokuaipao"", ""count"": 11}, {""handle"": ""hotcold"", ""count"": 9}, {""handle"": ""StayFreshCheeseBags"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""0x2048"", ""count"": 4}]"
589.13,Munich,April 25,highest,C,21,108,81,27,712.5,0.0,"[{""label"": ""22C or higher"", ""count"": 45}, {""label"": ""21C"", ""count"": 38}, {""label"": ""20C"", ""count"": 15}, {""label"": ""19C"", ""count"": 5}, {""label"": ""18C"", ""count"": 4}, {""label"": ""17C"", ""count"": 1}]","{""exact_value"": 63, ""threshold_high"": 45}","{""BUY"": 72, ""YES"": 17, ""NO"": 10, ""SELL"": 9}","[{""handle"": ""patrickbro-wn"", ""count"": 25}, {""handle"": ""Poligarch"", ""count"": 16}, {""handle"": ""heimaokuaipao"", ""count"": 10}, {""handle"": ""Lex-tang"", ""count"": 7}, {""handle"": ""StayFreshCheeseBags"", ""count"": 7}, {""handle"": ""Andyminvest"", ""count"": 6}, {""handle"": ""poligami"", ""count"": 5}, {""handle"": ""smallyua"", ""count"": 5}]"
587.08,Shanghai,April 26,highest,C,20,93,38,55,4758.28,0.0,"[{""label"": ""22C"", ""count"": 17}, {""label"": ""21C"", ""count"": 15}, {""label"": ""23C"", ""count"": 14}, {""label"": ""24C"", ""count"": 12}, {""label"": ""26C"", ""count"": 9}, {""label"": ""20C"", ""count"": 9}, {""label"": ""25C"", ""count"": 8}, {""label"": ""27C"", ""count"": 4}]","{""exact_value"": 90, ""threshold_high"": 2, ""threshold_low"": 1}","{""NO"": 36, ""BUY"": 27, ""YES"": 19, ""SELL"": 11}","[{""handle"": ""tinylonglong"", ""count"": 11}, {""handle"": ""StayFreshCheeseBags"", ""count"": 10}, {""handle"": ""PaulaLolik"", ""count"": 9}, {""handle"": ""hgmr2"", ""count"": 9}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 6}, {""handle"": ""Railbird"", ""count"": 5}, {""handle"": ""Poligarch"", ""count"": 5}, {""handle"": ""tianqizhishen"", ""count"": 5}]"
583.51,Buenos Aires,April 25,highest,C,18,146,103,43,451.4,0.0,"[{""label"": ""24C"", ""count"": 51}, {""label"": ""25C"", ""count"": 28}, {""label"": ""26C"", ""count"": 21}, {""label"": ""27C or higher"", ""count"": 12}, {""label"": ""22C"", ""count"": 9}, {""label"": ""23C"", ""count"": 9}, {""label"": ""21C"", ""count"": 7}, {""label"": ""18C"", ""count"": 3}]","{""exact_value"": 132, ""threshold_high"": 12, ""threshold_low"": 2}","{""BUY"": 77, ""YES"": 31, ""SELL"": 26, ""NO"": 12}","[{""handle"": ""patrickbro-wn"", ""count"": 32}, {""handle"": ""StayFreshCheeseBags"", ""count"": 28}, {""handle"": ""newbees"", ""count"": 22}, {""handle"": ""hotcold"", ""count"": 11}, {""handle"": ""huskyvs"", ""count"": 10}, {""handle"": ""tinylonglong"", ""count"": 7}, {""handle"": ""hgmr2"", ""count"": 6}, {""handle"": ""neophyt"", ""count"": 4}]"
570.44,Moscow,April 25,highest,C,20,100,60,40,2044.2,0.0,"[{""label"": ""11C"", ""count"": 26}, {""label"": ""10C"", ""count"": 20}, {""label"": ""8C"", ""count"": 19}, {""label"": ""9C"", ""count"": 14}, {""label"": ""12C"", ""count"": 10}, {""label"": ""13C or higher"", ""count"": 6}, {""label"": ""7C"", ""count"": 3}, {""label"": ""6C"", ""count"": 2}]","{""exact_value"": 94, ""threshold_high"": 6}","{""BUY"": 37, ""YES"": 23, ""SELL"": 23, ""NO"": 17}","[{""handle"": ""oleksiyz"", ""count"": 16}, {""handle"": ""newbees"", ""count"": 15}, {""handle"": ""heimaokuaipao"", ""count"": 14}, {""handle"": ""Poligarch"", ""count"": 9}, {""handle"": ""StayFreshCheeseBags"", ""count"": 6}, {""handle"": ""cyberkurajber"", ""count"": 5}, {""handle"": ""patrickbro-wn"", ""count"": 5}, {""handle"": ""Jiuzhou"", ""count"": 4}]"
567.58,Tokyo,April 26,highest,C,21,88,40,48,1558.06,0.0,"[{""label"": ""20C"", ""count"": 21}, {""label"": ""19C"", ""count"": 16}, {""label"": ""21C"", ""count"": 14}, {""label"": ""18C"", ""count"": 10}, {""label"": ""22C"", ""count"": 7}, {""label"": ""15C"", ""count"": 6}, {""label"": ""23C or higher"", ""count"": 4}, {""label"": ""17C"", ""count"": 4}]","{""exact_value"": 81, ""threshold_high"": 4, ""threshold_low"": 3}","{""BUY"": 36, ""NO"": 28, ""YES"": 20, ""SELL"": 4}","[{""handle"": ""hgmr2"", ""count"": 16}, {""handle"": ""Railbird"", ""count"": 13}, {""handle"": ""StayFreshCheeseBags"", ""count"": 9}, {""handle"": ""PaulaLolik"", ""count"": 7}, {""handle"": ""jeffkatsu"", ""count"": 5}, {""handle"": ""dpnd"", ""count"": 4}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}]"
553.0,Chengdu,April 25,highest,C,21,84,53,31,700.38,0.0,"[{""label"": ""31C"", ""count"": 29}, {""label"": ""32C"", ""count"": 20}, {""label"": ""33C"", ""count"": 14}, {""label"": ""30C"", ""count"": 8}, {""label"": ""29C"", ""count"": 7}, {""label"": ""34C or higher"", ""count"": 5}, {""label"": ""27C"", ""count"": 1}]","{""exact_value"": 79, ""threshold_high"": 5}","{""BUY"": 48, ""YES"": 18, ""NO"": 13, ""SELL"": 5}","[{""handle"": ""hotcold"", ""count"": 24}, {""handle"": ""Lex-tang"", ""count"": 9}, {""handle"": ""newbees"", ""count"": 9}, {""handle"": ""hgmr2"", ""count"": 7}, {""handle"": ""Railbird"", ""count"": 5}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""StayFreshCheeseBags"", ""count"": 3}, {""handle"": ""patrickbro-wn"", ""count"": 3}]"
550.49,Ankara,April 25,highest,C,19,107,76,31,999.17,0.0,"[{""label"": ""17C"", ""count"": 32}, {""label"": ""18C"", ""count"": 27}, {""label"": ""19C"", ""count"": 18}, {""label"": ""16C"", ""count"": 15}, {""label"": ""20C or higher"", ""count"": 8}, {""label"": ""15C"", ""count"": 7}]","{""exact_value"": 99, ""threshold_high"": 8}","{""BUY"": 68, ""YES"": 19, ""NO"": 12, ""SELL"": 8}","[{""handle"": ""Railbird"", ""count"": 24}, {""handle"": ""newbees"", ""count"": 17}, {""handle"": ""heimaokuaipao"", ""count"": 13}, {""handle"": ""Mr.Z."", ""count"": 8}, {""handle"": ""hgmr2"", ""count"": 6}, {""handle"": ""Lex-tang"", ""count"": 5}, {""handle"": ""Jiuzhou"", ""count"": 5}, {""handle"": ""Poligarch"", ""count"": 5}]"
548.43,Tel Aviv,April 25,highest,C,20,90,59,31,1342.6,0.0,"[{""label"": ""28C"", ""count"": 33}, {""label"": ""29C"", ""count"": 22}, {""label"": ""27C"", ""count"": 13}, {""label"": ""30C"", ""count"": 8}, {""label"": ""26C"", ""count"": 6}, {""label"": ""31C or higher"", ""count"": 6}, {""label"": ""25C"", ""count"": 1}, {""label"": ""23C"", ""count"": 1}]","{""exact_value"": 84, ""threshold_high"": 6}","{""BUY"": 44, ""YES"": 22, ""SELL"": 15, ""NO"": 9}","[{""handle"": ""oleksiyz"", ""count"": 14}, {""handle"": ""hotcold"", ""count"": 12}, {""handle"": ""newbees"", ""count"": 10}, {""handle"": ""hgmr2"", ""count"": 10}, {""handle"": ""heimaokuaipao"", ""count"": 8}, {""handle"": ""Poligarch"", ""count"": 7}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""Andyminvest"", ""count"": 4}]"
543.4,Milan,April 25,highest,C,20,92,59,33,540.05,0.0,"[{""label"": ""24C"", ""count"": 30}, {""label"": ""25C"", ""count"": 24}, {""label"": ""26C"", ""count"": 20}, {""label"": ""27C"", ""count"": 8}, {""label"": ""28C or higher"", ""count"": 6}, {""label"": ""23C"", ""count"": 4}]","{""exact_value"": 86, ""threshold_high"": 6}","{""BUY"": 41, ""YES"": 19, ""SELL"": 18, ""NO"": 14}","[{""handle"": ""oleksiyz"", ""count"": 14}, {""handle"": ""patrickbro-wn"", ""count"": 12}, {""handle"": ""heimaokuaipao"", ""count"": 7}, {""handle"": ""cyberkurajber"", ""count"": 7}, {""handle"": ""Poligarch"", ""count"": 6}, {""handle"": ""hgmr2"", ""count"": 6}, {""handle"": ""Railbird"", ""count"": 5}, {""handle"": ""StayFreshCheeseBags"", ""count"": 5}]"
531.67,London,April 26,highest,C,20,75,36,39,1917.22,0.0,"[{""label"": ""18C"", ""count"": 26}, {""label"": ""17C"", ""count"": 13}, {""label"": ""19C"", ""count"": 12}, {""label"": ""20C"", ""count"": 8}, {""label"": ""16C"", ""count"": 7}, {""label"": ""14C"", ""count"": 3}, {""label"": ""15C"", ""count"": 2}, {""label"": ""12C or below"", ""count"": 2}]","{""exact_value"": 72, ""threshold_low"": 2, ""threshold_high"": 1}","{""BUY"": 35, ""YES"": 23, ""NO"": 16, ""SELL"": 1}","[{""handle"": ""PaulaLolik"", ""count"": 14}, {""handle"": ""jeffkatsu"", ""count"": 8}, {""handle"": ""hgmr2"", ""count"": 7}, {""handle"": ""poligami"", ""count"": 5}, {""handle"": ""Andyminvest"", ""count"": 5}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 4}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}]"
530.5,New York City,April 25,highest,F,19,67,36,31,8048.25,0.0,"[{""label"": ""50-51F"", ""count"": 27}, {""label"": ""52-53F"", ""count"": 19}, {""label"": ""46-47F"", ""count"": 5}, {""label"": ""56-57F"", ""count"": 4}, {""label"": ""58F or higher"", ""count"": 4}, {""label"": ""54-55F"", ""count"": 3}, {""label"": ""48-49F"", ""count"": 3}, {""label"": ""44-45F"", ""count"": 2}]","{""exact_range"": 63, ""threshold_high"": 4}","{""BUY"": 30, ""YES"": 18, ""NO"": 13, ""SELL"": 6}","[{""handle"": ""Amano-Hina"", ""count"": 13}, {""handle"": ""hgmr2"", ""count"": 6}, {""handle"": ""Jiuzhou"", ""count"": 5}, {""handle"": ""tinylonglong"", ""count"": 5}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""Poligarch"", ""count"": 4}, {""handle"": ""Andyminvest"", ""count"": 4}, {""handle"": ""jeffkatsu"", ""count"": 4}]"
530.03,Hong Kong,April 25,highest,C,20,74,23,51,1902.77,0.0,"[{""label"": ""26C"", ""count"": 15}, {""label"": ""27C"", ""count"": 13}, {""label"": ""25C"", ""count"": 8}, {""label"": ""28C"", ""count"": 7}, {""label"": ""22C"", ""count"": 7}, {""label"": ""24C"", ""count"": 5}, {""label"": ""20C"", ""count"": 5}, {""label"": ""29C or higher"", ""count"": 4}]","{""exact_value"": 67, ""threshold_high"": 4, ""threshold_low"": 3}","{""YES"": 35, ""BUY"": 16, ""NO"": 16, ""SELL"": 7}","[{""handle"": ""hotcold"", ""count"": 15}, {""handle"": ""jeffkatsu"", ""count"": 9}, {""handle"": ""patrickbro-wn"", ""count"": 7}, {""handle"": ""heimaokuaipao"", ""count"": 6}, {""handle"": ""cyberkurajber"", ""count"": 6}, {""handle"": ""airlorgedr"", ""count"": 5}, {""handle"": ""Lex-tang"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}]"
529.22,Shanghai,April 25,highest,C,20,81,54,27,772.41,0.0,"[{""label"": ""22C"", ""count"": 26}, {""label"": ""20C"", ""count"": 18}, {""label"": ""21C"", ""count"": 15}, {""label"": ""24C or higher"", ""count"": 7}, {""label"": ""19C"", ""count"": 6}, {""label"": ""23C"", ""count"": 5}, {""label"": ""18C"", ""count"": 2}, {""label"": ""17C"", ""count"": 2}]","{""exact_value"": 74, ""threshold_high"": 7}","{""BUY"": 31, ""SELL"": 23, ""YES"": 17, ""NO"": 10}","[{""handle"": ""oleksiyz"", ""count"": 18}, {""handle"": ""newbees"", ""count"": 9}, {""handle"": ""heimaokuaipao"", ""count"": 6}, {""handle"": ""Mr.Z."", ""count"": 6}, {""handle"": ""hotcold"", ""count"": 5}, {""handle"": ""Andyminvest"", ""count"": 5}, {""handle"": ""hgmr2"", ""count"": 5}, {""handle"": ""neophyt"", ""count"": 4}]"
528.44,Munich,April 26,highest,C,20,71,30,41,2193.84,0.0,"[{""label"": ""19C"", ""count"": 22}, {""label"": ""17C"", ""count"": 12}, {""label"": ""20C"", ""count"": 11}, {""label"": ""18C"", ""count"": 11}, {""label"": ""15C"", ""count"": 3}, {""label"": ""21C or higher"", ""count"": 3}, {""label"": ""13C"", ""count"": 3}, {""label"": ""16C"", ""count"": 2}]","{""exact_value"": 68, ""threshold_high"": 3}","{""BUY"": 28, ""NO"": 21, ""YES"": 20, ""SELL"": 2}","[{""handle"": ""PaulaLolik"", ""count"": 12}, {""handle"": ""heimaokuaipao"", ""count"": 8}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 7}, {""handle"": ""neophyt"", ""count"": 6}, {""handle"": ""Railbird"", ""count"": 5}, {""handle"": ""dpnd"", ""count"": 4}, {""handle"": ""Poligarch"", ""count"": 4}, {""handle"": ""Wistesty"", ""count"": 3}]"
521.48,Miami,April 25,highest,F,17,111,78,33,1498.34,0.0,"[{""label"": ""82-83F"", ""count"": 41}, {""label"": ""84-85F"", ""count"": 40}, {""label"": ""86-87F"", ""count"": 17}, {""label"": ""88-89F"", ""count"": 3}, {""label"": ""80-81F"", ""count"": 3}, {""label"": ""92F or higher"", ""count"": 3}, {""label"": ""76-77F"", ""count"": 2}, {""label"": ""90-91F"", ""count"": 2}]","{""exact_range"": 108, ""threshold_high"": 3}","{""BUY"": 65, ""YES"": 17, ""NO"": 16, ""SELL"": 13}","[{""handle"": ""Amano-Hina"", ""count"": 27}, {""handle"": ""StayFreshCheeseBags"", ""count"": 20}, {""handle"": ""patrickbro-wn"", ""count"": 15}, {""handle"": ""tinylonglong"", ""count"": 9}, {""handle"": ""Poligarch"", ""count"": 8}, {""handle"": ""Railbird"", ""count"": 6}, {""handle"": ""hgmr2"", ""count"": 6}, {""handle"": ""heimaokuaipao"", ""count"": 5}]"
519.52,Denver,April 25,highest,F,17,101,45,56,2802.23,0.0,"[{""label"": ""60-61F"", ""count"": 22}, {""label"": ""59F or below"", ""count"": 19}, {""label"": ""62-63F"", ""count"": 17}, {""label"": ""64-65F"", ""count"": 17}, {""label"": ""66-67F"", ""count"": 11}, {""label"": ""68-69F"", ""count"": 6}, {""label"": ""70-71F"", ""count"": 4}, {""label"": ""78F or higher"", ""count"": 2}]","{""exact_range"": 80, ""threshold_low"": 19, ""threshold_high"": 2}","{""BUY"": 35, ""YES"": 34, ""NO"": 22, ""SELL"": 10}","[{""handle"": ""hotcold"", ""count"": 15}, {""handle"": ""Railbird"", ""count"": 12}, {""handle"": ""hgmr2"", ""count"": 10}, {""handle"": ""ColdMath"", ""count"": 9}, {""handle"": ""Mr.Z."", ""count"": 9}, {""handle"": ""jeffkatsu"", ""count"": 7}, {""handle"": ""patrickbro-wn"", ""count"": 6}, {""handle"": ""tinylonglong"", ""count"": 6}]"
512.94,Sao Paulo,April 25,highest,C,18,97,67,30,744.24,0.0,"[{""label"": ""29C"", ""count"": 39}, {""label"": ""30C"", ""count"": 20}, {""label"": ""32C"", ""count"": 13}, {""label"": ""31C"", ""count"": 9}, {""label"": ""28C"", ""count"": 8}, {""label"": ""33C"", ""count"": 4}, {""label"": ""34C"", ""count"": 2}, {""label"": ""27C"", ""count"": 1}]","{""exact_value"": 96, ""threshold_high"": 1}","{""SELL"": 35, ""BUY"": 32, ""YES"": 16, ""NO"": 14}","[{""handle"": ""StayFreshCheeseBags"", ""count"": 22}, {""handle"": ""tinylonglong"", ""count"": 15}, {""handle"": ""patrickbro-wn"", ""count"": 13}, {""handle"": ""oleksiyz"", ""count"": 12}, {""handle"": ""Poligarch"", ""count"": 6}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""hgmr2"", ""count"": 4}, {""handle"": ""huskyvs"", ""count"": 3}]"
500.56,Singapore,April 25,highest,C,20,57,36,21,1505.69,0.0,"[{""label"": ""34C"", ""count"": 17}, {""label"": ""35C"", ""count"": 10}, {""label"": ""32C"", ""count"": 10}, {""label"": ""31C"", ""count"": 9}, {""label"": ""33C"", ""count"": 5}, {""label"": ""36C or higher"", ""count"": 5}, {""label"": ""30C"", ""count"": 1}]","{""exact_value"": 52, ""threshold_high"": 5}","{""BUY"": 29, ""NO"": 12, ""YES"": 9, ""SELL"": 7}","[{""handle"": ""Railbird"", ""count"": 14}, {""handle"": ""newbees"", ""count"": 9}, {""handle"": ""Andyminvest"", ""count"": 5}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""smallyua"", ""count"": 4}, {""handle"": ""tianqizhishen"", ""count"": 3}, {""handle"": ""ColdMath"", ""count"": 2}, {""handle"": ""dpnd"", ""count"": 2}]"
488.07,Seoul,April 26,highest,C,17,85,55,30,2057.06,0.0,"[{""label"": ""20C or higher"", ""count"": 24}, {""label"": ""19C"", ""count"": 19}, {""label"": ""18C"", ""count"": 13}, {""label"": ""17C"", ""count"": 11}, {""label"": ""16C"", ""count"": 7}, {""label"": ""14C"", ""count"": 5}, {""label"": ""15C"", ""count"": 5}, {""label"": ""13C"", ""count"": 1}]","{""exact_value"": 61, ""threshold_high"": 24}","{""BUY"": 36, ""SELL"": 19, ""YES"": 18, ""NO"": 12}","[{""handle"": ""PaulaLolik"", ""count"": 18}, {""handle"": ""tinylonglong"", ""count"": 18}, {""handle"": ""hgmr2"", ""count"": 8}, {""handle"": ""dpnd"", ""count"": 7}, {""handle"": ""StayFreshCheeseBags"", ""count"": 7}, {""handle"": ""jeffkatsu"", ""count"": 5}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 4}, {""handle"": ""Poligarch"", ""count"": 3}]"
476.1,San Francisco,April 25,highest,F,15,105,66,39,1859.87,0.0,"[{""label"": ""62-63F"", ""count"": 35}, {""label"": ""58-59F"", ""count"": 24}, {""label"": ""60-61F"", ""count"": 20}, {""label"": ""56-57F"", ""count"": 12}, {""label"": ""64-65F"", ""count"": 4}, {""label"": ""66-67F"", ""count"": 3}, {""label"": ""54-55F"", ""count"": 3}, {""label"": ""52-53F"", ""count"": 2}]","{""exact_range"": 103, ""threshold_high"": 2}","{""BUY"": 47, ""YES"": 20, ""NO"": 19, ""SELL"": 19}","[{""handle"": ""Amano-Hina"", ""count"": 29}, {""handle"": ""StayFreshCheeseBags"", ""count"": 14}, {""handle"": ""Railbird"", ""count"": 12}, {""handle"": ""oleksiyz"", ""count"": 10}, {""handle"": ""patrickbro-wn"", ""count"": 9}, {""handle"": ""tinylonglong"", ""count"": 8}, {""handle"": ""Poligarch"", ""count"": 5}, {""handle"": ""Jiuzhou"", ""count"": 4}]"
470.64,Warsaw,April 25,highest,C,17,83,50,33,613.74,0.0,"[{""label"": ""17C"", ""count"": 30}, {""label"": ""18C"", ""count"": 25}, {""label"": ""19C"", ""count"": 15}, {""label"": ""16C"", ""count"": 6}, {""label"": ""20C"", ""count"": 5}, {""label"": ""21C or higher"", ""count"": 2}]","{""exact_value"": 81, ""threshold_high"": 2}","{""BUY"": 49, ""YES"": 18, ""NO"": 15, ""SELL"": 1}","[{""handle"": ""hotcold"", ""count"": 20}, {""handle"": ""Poligarch"", ""count"": 10}, {""handle"": ""hgmr2"", ""count"": 10}, {""handle"": ""Walter-Weather"", ""count"": 6}, {""handle"": ""Andyminvest"", ""count"": 6}, {""handle"": ""heimaokuaipao"", ""count"": 5}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""StayFreshCheeseBags"", ""count"": 4}]"
467.84,Beijing,April 25,highest,C,18,71,40,31,134.47,0.0,"[{""label"": ""28C"", ""count"": 16}, {""label"": ""29C"", ""count"": 13}, {""label"": ""27C"", ""count"": 10}, {""label"": ""26C"", ""count"": 9}, {""label"": ""33C or higher"", ""count"": 5}, {""label"": ""30C"", ""count"": 5}, {""label"": ""31C"", ""count"": 4}, {""label"": ""32C"", ""count"": 3}]","{""exact_value"": 64, ""threshold_high"": 5, ""threshold_low"": 2}","{""BUY"": 36, ""YES"": 23, ""NO"": 8, ""SELL"": 4}","[{""handle"": ""newbees"", ""count"": 21}, {""handle"": ""hotcold"", ""count"": 14}, {""handle"": ""Railbird"", ""count"": 5}, {""handle"": ""Jiuzhou"", ""count"": 5}, {""handle"": ""jeffkatsu"", ""count"": 4}, {""handle"": ""huskyvs"", ""count"": 3}, {""handle"": ""hgmr2"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}]"
460.09,London,April 24,highest,C,18,64,49,15,409.17,0.0,"[{""label"": ""17C"", ""count"": 17}, {""label"": ""18C"", ""count"": 16}, {""label"": ""19C"", ""count"": 11}, {""label"": ""16C"", ""count"": 9}, {""label"": ""20C"", ""count"": 7}, {""label"": ""14C"", ""count"": 3}, {""label"": ""21C"", ""count"": 1}]","{""exact_value"": 64}","{""BUY"": 37, ""YES"": 12, ""SELL"": 12, ""NO"": 3}","[{""handle"": ""poligami"", ""count"": 18}, {""handle"": ""dpnd"", ""count"": 4}, {""handle"": ""huskyvs"", ""count"": 4}, {""handle"": ""Maskache2"", ""count"": 4}, {""handle"": ""Walter-Weather"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""smallyua"", ""count"": 4}, {""handle"": ""Lex-tang"", ""count"": 3}]"
459.53,Seoul,April 25,highest,C,17,71,61,10,1302.63,0.0,"[{""label"": ""20C"", ""count"": 32}, {""label"": ""21C or higher"", ""count"": 25}, {""label"": ""19C"", ""count"": 7}, {""label"": ""18C"", ""count"": 4}, {""label"": ""17C"", ""count"": 2}, {""label"": ""13C"", ""count"": 1}]","{""exact_value"": 46, ""threshold_high"": 25}","{""BUY"": 37, ""SELL"": 24, ""YES"": 8, ""NO"": 2}","[{""handle"": ""Maskache2"", ""count"": 14}, {""handle"": ""smallyua"", ""count"": 10}, {""handle"": ""kamikazetrading"", ""count"": 8}, {""handle"": ""huskyvs"", ""count"": 7}, {""handle"": ""FohnHairdryer"", ""count"": 7}, {""handle"": ""0x77266604E63f5cAF08D19CaEBae0C563ce64aEE"", ""count"": 4}, {""handle"": ""hotcold"", ""count"": 4}, {""handle"": ""cyberkurajber"", ""count"": 3}]"
